,publication_number,patent_title,appl_type,neutral_text
15,US10201879B2,Silver paste composition and semiconductor device using same,utility,"['<p id=""p-0013"" num=""0012"">The present inventors found that a silver paste composition comprising silver particles having a particle diameter of 0.1 μm to 20 μm, and a solvent, wherein the above-described solvent comprises a solvent having a boiling point of 300° C. or more, exhibits a high adhesive property by only a one-step hardening step, and that a silver hardened body obtained by hardening the silver paste composition after bonding has a sufficient thermal conductive property and electrical conductive property.</p>', '<p id=""p-0014"" num=""0013"">From the viewpoint of more increasing the adhesive strength, the above-described silver particles are preferably flaky silver particles and/or spherical silver particles.</p>', '<p id=""p-0015"" num=""0014"">Moreover, from the viewpoint that the adhesive property, the thermal conductive property, and the electrical conductive property of the silver sintered body obtained by sintering the silver paste composition become better, the above-described solvent preferably has at least one of an ether structure, an ester structure, and a hydroxyl structure.</p>', '<p id=""p-0016"" num=""0015"">Furthermore, in the silver paste composition, the silver particles are sintered by application of heat at less than 300° C. so that a silver sintered body is formed, and volume resistivity, thermal conductivity, and adhesive strength of the silver sintered body are preferably 1×10<sup>−4 </sup>Ω·cm or less, 30 W/m·K or more, and 10 MPa or more respectively. It is to be noted that the above-described adhesive strength means adhesive strength when sintering the silver particles for 10 to 120 minutes at 180 to 300° C. in the atmosphere, using a noble metal (Ag, Au, Pd, Pt) as an object to be bonded.</p>', '<p id=""p-0017"" num=""0016"">Moreover, the present invention provides a semiconductor device having a structure in which a semiconductor element and a supporting member for mounting a semiconductor element are bonded via the above-described silver paste composition.</p>']"
16,US10201886B2,Polishing pad and method for manufacturing the same,utility,"['<p id=""p-0007"" num=""0006"">As a result of a diligent research to achieve the above object, the present inventors found that polishing a semiconductor wafer with a polishing pad including at least four predetermined layers laminated can sufficiently reduce minute defects to be generated after polishing on the semiconductor wafer which are detected in measurement for a particle size of 26 nm or smaller (hereinafter, simply referred to as “minute defects”), and can provide the semiconductor wafer with excellent surface flatness, and thus the present inventors completed the present invention.</p>', '<p id=""p-0008"" num=""0007"">Specifically, the present invention is as follows.']"
17,US10202008B2,Tire,utility,"['<p id=""p-0006"" num=""0005"">To solve the above-mentioned problems, a tire (tire <b>1</b>) according to an aspect of the present invention is a tire in which a mounting direction to a vehicle is designated, the tire includes a tread part (tread part <b>5</b>) configured to be in contact with a road surface, a pair of bead parts (bead part <b>2</b>) including a bead core (bead core <b>21</b>) and a bead filler (bead filler <b>22</b>), a carcass layer(carcass layer <b>3</b>) folded around the bead core and extended toroidally between the pair of bead parts, and a reinforcing cord layer having a cord configured to reinforce the pair of bead part. In a vehicle inner side bead part, a number of layers in the reinforcing cord layer is larger on an inner side in a tire width direction with respect to the bead filler than on an outer side in the tire width direction with respect to the bead filler. In a vehicle outer side bead part, a number of layers in the reinforcing cord layer is larger on the outer side in the tire width direction with respect to the bead filler than on the inner side in the tire width direction with respect to the bead filler.</p>', '<p id=""p-0007"" num=""0006"">The vehicle inner side bead part may have the reinforcing cord layer only at the inner side in the tire width direction with respect to the head filler, and the vehicle outer side bead part may have the reinforcing cord layer only at the outer side in the tire width direction with respect to the bead filler.</p>', '<p id=""p-0008"" num=""0007"">An angle of the cord against a tire circumferential direction may be in a range of 20 degrees to 80 degrees.</p>', '<p id=""p-0009"" num=""0008"">A tire radial direction outer end part of the reinforcing cord layer may be arranged in a range of 20% to 50% of a tire sectional height from a bottom surface of the bead part toward the outer side in a tire radial direction.</p>', '<p id=""p-0010"" num=""0009"">A length in the fire radial direction of the reinforcing cord layer in the vehicle outer side bead part may be the same as a length in the tire radial direction of the reinforcing cord layer in the vehicle inner side bead part.</p>', '<p id=""p-0011"" num=""0010"">A length in the tire radial direction of the reinforcing cord layer in the vehicle outer side bead part may be longer than a length in the tire radial direction of the reinforcing cord layer in the vehicle inner side bead part.</p>', '<p id=""p-0012"" num=""0011"">The tire radial direction outer end part of the reinforcing cord layer in the vehicle outer side bead part may be arranged in a range of 20% to 50% of a tire sectional height from a bottom surface of the bead part toward the outer side in the tire radial direction, and the tire radial direction outer end part of the reinforcing cord layer in the vehicle inner side bead part may be arranged in a range of 15% to 40% of the tire sectional height from the bottom surface of the bead part toward the outer side in the tire radial direction.</p>', '<p id=""p-0013"" num=""0012"">A density of the cord in the reinforcing cord layer in the vehicle outer side bead part may be larger than a density of the cord in the reinforcing cord layer in the vehicle inner side bead part.</p>']"
18,US10202020B2,Electric compressor control system and electric compressor for vehicular air conditioning device provided with said system,utility,"['<p id=""p-0010"" num=""0009"">A first aspect of the present invention is an electric compressor control system provided with a microcomputer configured to control an electric motor configured to drive an electric compressor forming a vehicular air conditioning device. The electric compressor control system includes: a plurality of ground patterns formed on a substrate; regions divided by the ground patterns formed on the substrate; a wiring pattern formed on the substrate so as to traverse the regions divided by the plurality of ground patterns, and connected to the microcomputer; and an inductive component provided at a location, in the wiring pattern, that traverses the regions divided by the different ground patterns.</p>', '<p id=""p-0011"" num=""0010"">According to this aspect, the plurality of ground patterns are formed on the same substrate. In this way, by providing the plurality of ground patterns, a pathway on which noise is generated can be shortened, and generation of the noise can thus be suppressed. In addition, on the substrate, the wiring pattern connected to the microcomputer is formed so as to traverse the regions divided by the plurality of ground patterns. Further, the inductive component is provided at the location, in the wiring pattern, that traverses the regions divided by the different ground patterns. As a result, noise generated from the wiring pattern can be reduced. Typical examples of the above-described inductive component include a coil.</p>', '<p id=""p-0012"" num=""0011"">In the above-described electric compressor control system, the wiring pattern is a vehicle information obtaining line configured to obtain information from a vehicle, for example.</p>', '<p id=""p-0013"" num=""0012"">As a result, the microcomputer can obtain the information from the vehicle via the vehicle information obtaining line.</p>', '<p id=""p-0014"" num=""0013"">A second aspect of the present invention is an electric compressor for a vehicular air conditioning device provided with the above-described electric compressor control system.</p>', '<p id=""p-0015"" num=""0014"">According to this aspect, since the electric compressor control system is provided that is capable of reducing electromagnetic noise generated from the interior of the substrate, such as from the microcomputer, an impact arising from the electromagnetic noise affecting other devices on the vehicle can be reduced.</p>']"
19,US10202030B2,Power generation apparatus including internal combustion engine and rotary electric machine disposed adjacent thereto,utility,"['<p id=""p-0008"" num=""0007"">To address the above problem and accomplish the relevant object, the present invention employs the following aspects.</p>', '<p id=""p-0009"" num=""0008"">(1) A power generation apparatus according to an aspect of the present invention includes: an internal combustion engine; and a rotary electric machine disposed adjacent to the internal combustion engine in an axial direction. The rotary electric machine includes coils to which an electric current is supplied from an external power supply device via a power supply cable, and coil terminals connected to the coils and connection terminals of the power supply cable are connected in a predetermined connection space formed in part of the internal combustion engine.</p>', '<p id=""p-0010"" num=""0009"">(2) In the power generation apparatus described in aspect (1), the internal combustion engine may include an insertion part of a crankshaft which is configured by a pair of upper and lower blocks; part of an outer circumferential surface of the insertion part may bulge to a radial outer side and form a bulge; and the connection space may be formed in the bulge.</p>', '<p id=""p-0011"" num=""0010"">(3) In the power generation apparatus described in aspect (1) when viewed in the axial direction, the bulge may be formed at a radial outer side relative to the insertion part and at a radial inner side relative to an outer edge of a joint surface for another housing joined with the internal combustion engine.</p>', '<p id=""p-0012"" num=""0011"">(4) In the power generation apparatus described in aspect (2) or (3), the power supply cable may be inserted into the connection space in the axial direction.</p>', '<p id=""p-0013"" num=""0012"">(5) In the power generation apparatus described in any one of aspects (1) to (4), the rotary electric machine may include a stator around which the coils are wound and a rotor configured to face the stator in a radial direction, and the connection space may be disposed at a position shifted from the stator and the rotor in the axial direction.</p>', '<p id=""p-0014"" num=""0013"">(6) In the power generation apparatus described in any one of aspects (1) to (5), the connection space may include a window part configured to open at a location facing connection parts between the coil terminals and the connection terminals of the power supply cable.</p>', '<p id=""p-0015"" num=""0014"">(7)In the power generation apparatus described in any one of aspects (2) to (6), the connection space may be formed in the lower block of the internal combustion engine.</p>', '<p id=""p-0016"" num=""0015"">(8) In the power generation apparatus described in aspect (7), the connection space be sealed against an outside by a seal member.</p>', '<p id=""p-0017"" num=""0016"">(9) In the power generation apparatus described in aspect (1), wherein the rotary electric machine may be housed in part of the internal combustion engine.</p>']"
20,US10202037B2,Reaction force output device,utility,"['<p id=""p-0010"" num=""0009"">In order to solve the aforementioned problems, the present invention adopts the following aspect.</p>', '<p id=""p-0011"" num=""0010"">(1) A reaction force output device according to one aspect of the present invention includes a driving part configured to transmit a driving force of a motor to a driving member through a gear mechanism to drive the driving member, thereby outputting a force in a direction opposite to an operating direction of an operation element to the operation element operated by a driver; and a controller configured to determine a control amount applied to the driving part based on an input value supplied from an outside, wherein the controller gradually increases the control amount, maintains the control amount at a constant value and then increases the control amount stepwise when increasing the control amount according to the input value.</p>', '<p id=""p-0012"" num=""0011"">According to the above-described aspect (1), since the reaction force output device increases the control amount, maintains a control value at a constant value and then increases the control amount stepwise when a driver is notified by operating the operation element, the driver may be able to feel a higher reaction force.</p>', '<p id=""p-0013"" num=""0012"">(2) In the above-described aspect (1), the controller may gradually increase the control amount, may maintain the control amount at a constant value and then may increase the control amount stepwise when an increase amount of the input value per unit time exceeds a predetermined value.</p>', '<p id=""p-0014"" num=""0013"">In the case of the aspect (2), since the reaction output device gradually increases the control amount, maintains the control amount at a constant value and then increases the control amount stepwise when the increase amount of the input value per unit time exceeds the predetermined value, the driver may be able to feel the higher reaction force when the operation element is depressed more than necessary.</p>', '<p id=""p-0015"" num=""0014"">(3) In the above-described aspect (1), the controller may shorten a time that the control amount is increased stepwise as an operating speed of the operation element is increased, and thus an inclination of an increase of the control amount may be increased.</p>', '<p id=""p-0016"" num=""0015"">In the case of the aspect (3), since a load of the operation element is increased within a short time as the operating speed of the operation element is increased, the driver may be able to feel the higher reaction force.</p>']"
21,US10202057B2,"Surface skin-fastening structure for vehicle seat, operation lever device for vehicle seat, and vehicle seat",utility,"['<p id=""p-0023"" num=""0025"">A surface skin-fastening structure for a vehicle seat for fastening a surface skin (<b>4</b><i>b</i>) to the framework (<b>9</b>) of a vehicle seat (<b>1</b>), comprising: a base member (<b>27</b>), which is integral with the framework (<b>9</b>); a surface skin-pressing member (<b>28</b>) fitted into the base member (<b>27</b>); an interlocking member (<b>39</b>) provided to an end (<b>38</b>) of the surface skin (<b>4</b><i>b</i>); and slits (<b>43</b>) provided to the base member (<b>27</b>), wherein: the base member (<b>27</b>) has an end edge (<b>42</b>) that makes contact with a reverse surface of the surface skin (<b>4</b><i>b</i>); the slits (<b>43</b>) extend in linear fashion along the end edge (<b>42</b>) of the base member (<b>27</b>); with the end edge (<b>42</b>) of the base member (<b>27</b>) being covered with the surface skin (<b>4</b><i>b</i>), the interlocking member (<b>39</b>) and the portion of the end (<b>38</b>) of the surface skin (<b>4</b><i>b</i>) to which the interlocking member (<b>39</b>) is provided, are inserted into one opening of the slits (<b>43</b>) and pass through the slits (<b>43</b>) to appear from the other opening, and are stopped in a state of surface contact at the base member (<b>27</b>) in the vicinity of the other opening; and the surface skin-pressing member (<b>28</b>) presses the surface skin (<b>4</b><i>b</i>) against the end edge (<b>42</b>) of the base member (<b>27</b>).</p>', '<p id=""p-0024"" num=""0026"">The base member being “integral” with the framework means that, e.g., the base member, which is a separate member from the framework, is fastened to the framework by screw fastening or bonding, or the base member is integrally formed together with the framework by a synthetic resin.</p>', '<p id=""p-0025"" num=""0027"">In accordance with the present invention, the surface skin is fastened to the base member by the interlocking member being inserted into the slits, and then the surface skin is furthermore pressed to the base member by the surface skin-pressing member. Therefore, the surface skin can be securely fastened to the base member, and consequently the framework.</p>', '<p id=""p-0026"" num=""0028"">The surface skin is fastened in advance to the base member by the interlocking member being inserted into the slits, and therefore the work for pressing the surface skin to the base member with the aid of the surface skin-pressing member is greatly facilitated. As a result, the work of fastening the surface skin is facilitated.</p>', '<p id=""p-0027"" num=""0029"">The surface skin-fastening structure of the present invention is formed in a simple manner by the interlocking member, the slits, and the surface skin-pressing member, and costs are therefore very low.</p>', '<p id=""p-0028"" num=""0030"">In an aspect of the surface skin-fastening structure for a vehicle seat according to the present invention, the interlocking member is joined to the end of the surface skin by sewing, and the sewing position is a position nearer to the end edge of the surface skin than to the center of the interlocking member.</p>', '<p id=""p-0029"" num=""0031"">In accordance with this aspect, the process in that the distal end section of the surface skin to which the interlocking member is joined is inserted into the slits, and then the interlocking member is made into surface contact with the reverse surface of the base member, can be readily carried out.</p>', '<p id=""p-0030"" num=""0032"">In another aspect of the surface skin-fastening structure for a vehicle seat according to the present invention, the end edge of the base member is an extension section that extends outward, and the surface skin-pressing member presses the surface skin to the extension section.</p>', '<p id=""p-0031"" num=""0033"">In accordance with this aspect, the distal end of the surface skin is inserted in to the slits, whereby the work for fastening the surface skin to the base member can be readily and stably carried out.</p>', '<p id=""p-0032"" num=""0034"">In yet another aspect of the surface skin-fastening structure for a vehicle seat according to the present invention, the slits are provided to both sides of the base member so as to sandwich the surface skin-pressing member, the extension section has first extension sections that correspond to each of the slits and second extension sections continuous with the first extension sections, the first extension sections extend in a direction crosswise to the direction in which the surface skin-pressing member is fitted into the base member, the second extension section extends in the direction substantially parallel to the direction in which the surface skin-pressing member is fitted into the base member, and the surface skin-pressing member presses the surface skin to each of the first extension sections and the second extension section.</p>', '<p id=""p-0033"" num=""0035"">In accordance with this aspect, the surface skin can be securely fastened by the base member and the surface skin-pressing member.</p>', '<p id=""p-0034"" num=""0036"">In yet another aspect of the surface skin-fastening structure for a vehicle seat according to the present invention, the base member is the framework itself or a member fastened to the framework.</p>', '<p id=""p-0035"" num=""0037"">If the base member is the framework itself, the number of components can be reduced. On the other hand, if the base member as a separate component from the framework is secured to and integrated with the framework, machining of holes and the like in the framework is not required and the strength of the framework is not reduced.</p>', '<p id=""p-0036"" num=""0038"">In yet another aspect of the surface skin-fastening structure for a vehicle seat according to the present invention, the base member is a separate member from the framework of the vehicle seat and is a member fastened to the framework, and the framework is formed in a shell shape using carbon fiber reinforced plastic (CFRP). A shell shape is a shape formed by a single plate-like member and is a three-dimensional shape formed so as to conform to the contour of a subject (e.g., the contour of a human back) such as the human body.</p>', '<p id=""p-0037"" num=""0039"">CFRP is a material made to have high strength by the inclusion of fibers. However, when the slits are formed in a CFRP structure, the fibers inside the CFRP are severed at the slit portions, whereby strength of the CFRP structure is reduced. In contrast, in accordance with the present aspect, the slits are not formed in the framework itself, and the strength of the CFRP can therefore be maintained.</p>', '<p id=""p-0038"" num=""0040"">Next, the operation lever device for a vehicle seat according to the present invention comprising: an operation lever provided to an opening opened in a surface skin; a frame member provided to the periphery of the operation lever on the outer side of the surface skin; and a surface skin-fastening structure for fastening the surface skin to the framework of the vehicle seat, wherein: the surface skin-fastening structure is the surface skin-fastening structure for a vehicle seat according to the above-described aspects; and the frame member is a portion of the surface skin-pressing member and the frame member presses the surface skin to the end edge of the base member.</p>', '<p id=""p-0039"" num=""0041"">In accordance with this operation lever device, the same effects as the surface skin-fastening structure according to the present invention can be obtained.</p>', '<p id=""p-0040"" num=""0042"">Next, the vehicle seat according to the present invention has a seat cushion on which the buttocks of a seated occupant rests, and a seatback for accommodating the back of the seated occupant, wherein: the seatback has a seatback framework, a pad mounted on the seatback framework, a surface skin covering the pad, and a surface skin-fastening structure for fastening the surface skin to the seatback framework; and the surface skin-fastening structure is the surface skin-fastening structure for a vehicle seat according to the above-described aspects. In accordance with this vehicle seat, the same effects as the surface skin-fastening structure according to the present invention can be obtained.</p>', '<p id=""p-0041"" num=""0043"">In an aspect of the vehicle seat according to the present invention, the seatback framework is formed in a shell shape using synthetic resin.</p>']"
22,US10202067B2,Vehicle lamp control system and operation method thereof,utility,"['<p id=""p-0011"" num=""0010"">A vehicle control system of the present invention includes a first control apparatus and a second control apparatus. The first control apparatus controls a first lamp that is mounted in a vehicle. The second control apparatus controls a second lamp that is mounted in the vehicle.</p>', '<p id=""p-0012"" num=""0011"">The first control apparatus turns on/off the first lamp by starting light-on/off control of the first lamp under a condition that a light-on/off command is inputted. Meanwhile, the first control apparatus inputs an auxiliary light-on/off command to the second control apparatus. In light-on/off control of the first lamp, the first lamp is turned on/off such that a light quantity of the first lamp gradually changes. That is, in light-on control of the first lamp, the first lamp is turned on such that the light quantity of the first lamp gradually increases. In light-off control, the first lamp is turned off such that the light quantity of the first lamp gradually decreases.</p>', '<p id=""p-0013"" num=""0012"">Meanwhile, the second control apparatus turns on/off the second lamp by starting light-on/off control of the second lamp under a condition that the auxiliary light-on/off command is inputted from the first control apparatus. In light-on/off control of the second lamp, the second lamp is turned on/off such that a light quantity of the second lamp gradually changes. That is, in light-on control of the second lamp, the second lamp is turned on such that the light quantity of the second lamp gradually increases. In light-off control, the second lamp is turned off such that the light quantity of the second lamp gradually decreases.</p>', '<p id=""p-0014"" num=""0013"">In the vehicle control system, the first control apparatus and the second control apparatus operate such that a state transition time (first transition time) of the first lamp is longer than a state transition time (second transition time) of the second lamp by an amount of time corresponding to a time lag from the start of light-on/off control of the first lamp to the start of light-on/off control of the second lamp.</p>', '<p id=""p-0015"" num=""0014"">The first transition time is an amount of time from the start of light-on/off control of the first lamp to when the light quantity of the first lamp reaches a target and light-on/off is completed. The second transition time is an amount of time from the start of light-on/off control of the second lamp to when the light quantity of the second lamp reaches a target and light-on/off is completed.</p>', '<p id=""p-0016"" num=""0015"">In this way, in the vehicle control system of the present invention, the first lamp and the second lamp are controlled such that a timing at which the light quantity of the first lamp reaches the target and light-on/off is completed and a timing at which the light quantity of the second lamp reaches the target and light-on/off is completed substantially match.</p>', '<p id=""p-0017"" num=""0016"">Therefore, in the present invention, compared to the past in which these timings are not matched, a user experiencing a difference in light-on/off timings between lamps can be suppressed. The time lag leading to discomfort in the user can be suppressed. This system achieves particularly excellent effects in the case of a pair of lamps in which a first lamp and a second lamp are preferably turned on-off at the same time as each other, such as left and right headlights mounted in a vehicle.</p>', '<p id=""p-0018"" num=""0017"">Here, the first transition time and the second transition time may be prescribed as fixed values at a designing stage. However, at least either of the first transition time and the second transition time may be dynamically adjusted in at least either of the first control apparatus and the second control apparatus.</p>', '<p id=""p-0019"" num=""0018"">For example, the second control apparatus may be configured to set the second transition time based on at least either of a process delay time that is an amount of time from the input of the auxiliary light-on/off command to the start of light-on/off control of the second lamp and a command delay time that is an amount of time from the start of light-on/off control of the first lamp to the input of the auxiliary light-on/off command by the first control apparatus. For this configuration, the first control apparatus may be configured to input the command delay time that is the amount of time from the start of light-on/off control of the first lamp to the input of the auxiliary light-on/off command, to the second control apparatus.</p>', '<p id=""p-0020"" num=""0019"">As a result of this configuration, the second transition time can be set to an appropriate amount of time in relation to the first transition time, under various circumstances. User discomfort as a result of a difference in the light-on/off timings can be further suppressed.</p>', '<p id=""p-0021"" num=""0020"">In addition, the second control apparatus may be configured to have a plurality of control modes with differing second transition times. The second control apparatus may select one of the plurality of control modes and start light-on/off control of the second lamp in the selected control mode. Specifically, the second control apparatus may be configured to set the second transition time to be shorter than the first transition time by an amount of time corresponding to a time lag, by determining the control mode to be selected based on the command delay time and the process delay time. As a result of this configuration, adjustment of the second transition time to an appropriate amount of time can be performed with relative ease.</p>']"
23,US10202098B2,Webbing take-up device,utility,"['<p id=""p-0008"" num=""0007"">A webbing take-up device of a first aspect of the present invention includes a spool, a lock section, an energy absorption member, a winder section, and a force limiter load generation mechanism. The spool takes up a webbing worn by an occupant, and is rotated in a pull-out direction by the webbing being pulled out. The lock section limits pull-out direction rotation of the spool in a vehicle emergency. The energy absorption member is disposed at a radial direction outer side of the spool, and, in a pressed state, permits pull-out direction rotation of the spool at or above a force limiter load when the lock section has limited pull-out direction rotation of the spool. The winder section is provided at the radial direction outer side of the spool. The energy absorption member is anchored to the winder section, and the winder section takes up the energy absorption member by being rotated by rotation of the spool when the lock section has limited rotation of the spool. The force limiter load generation mechanism is provided at the radial direction outer side of the spool, and includes a pressing section that presses the energy absorption member.</p>', '<p id=""p-0009"" num=""0008"">A webbing take-up device of a second aspect of the present invention is the webbing take-up device of the first aspect, wherein a preset section is provided at a radial direction outer side of the winder section, the preset section being engaged with the energy absorption member along a radial direction inside face of the preset section.</p>', '<p id=""p-0010"" num=""0009"">A webbing take-up device of a third aspect of the present invention is the webbing take-up device of the first or second aspect, wherein a rotation limiting section that limits rotation of the spool, with respect to the lock section, to a predetermined number of revolutions is provided between the spool and the lock section. Moreover, the winder section is provided at a radial direction outer side of the rotation limiting section.</p>']"
24,US10202108B2,Brake apparatus and brake system,utility,"['<p id=""p-0006"" num=""0005"">To accomplish the object, according to a brake apparatus of the invention, a master cylinder and a stroke simulator lie on top of each other in a vertical direction (as viewed in a vertical direction) when the apparatus is mounted on a vehicle.</p>']"
25,US10202116B2,"Mining machine control system, mining machine, mining machine management system, and mining machine management method",utility,"['<p id=""p-0007"" num=""0006"">According to a first aspect of the present invention, a mining machine control system that controls a driving device configured to drive a traveling device of a mining machine, the mining machine control system comprises: an acceleration command value calculation unit that calculates an acceleration command value for accelerating the mining machine; a correction value calculation unit that calculates a correction value for the acceleration command value, based on a first driving force component of the driving device to cause the mining machine to travel at a target traveling speed and on a second driving force component of the driving device to offset a resistance component against traveling of the mining machine; an addition processing unit that calculates a correction acceleration command value by adding the acceleration command value and the correction value; and an acceleration command value output unit that outputs the correction acceleration command value to the driving device.</p>', '<p id=""p-0008"" num=""0007"">According to a second aspect of the present invention, a mining machine comprises the mining machine control system according to the first aspect.</p>', '<p id=""p-0009"" num=""0008"">According to a third aspect of the present invention, a mining machine management system comprises a management device that outputs traveling condition data including the target traveling speed and a target traveling route to the mining machine according to the second aspect.</p>', '<p id=""p-0010"" num=""0009"">According to a fourth aspect of the present invention, a mining machine management method comprises: transmitting traveling condition data including a target traveling speed and a target traveling route in a mine to a mining machine including a traveling device driven by a driving force of a driving device; calculating an acceleration command value for accelerating the mining machine; calculating a first driving force component of the driving device to cause the mining machine to travel at the target traveling speed; calculating a second driving force component of the driving device to offset a resistance component against traveling of the mining machine; calculating a correction value for the acceleration command value based on the first driving force component and the second driving force component; calculating a correction acceleration command value by adding the acceleration command value and the correction value; and outputting the correction acceleration command value to the driving device.</p>']"
26,US10202134B2,Train information managing apparatus,utility,"['<p id=""p-0008"" num=""0007"">In order to solve the above problems and achieve the object, an aspect of the present invention a train information managing apparatus including: a terminal apparatus that communicates with a train-mounted device; and a central apparatus that communicates with the terminal apparatus and the train-mounted device, wherein in at least one of the terminal apparatus and the central apparatus, a processing system that includes a signal processing unit is duplicated, the signal processing unit generating a command signal for the train-mounted device and receiving a response signal made in response to the command signal, and at least one of the signal processing units that receive a response signal from the train-mounted device transmits, to another of the signal processing units, information indicating receipt of the response signal so as to be used to determine a failure in one of the processing systems.</p>']"
27,US10202137B2,"Heater device, steering wheel, and transport device",utility,"['<p id=""p-0010"" num=""0009"">A heater device according to the first aspect of the present invention is a heater device disposed on a steering wheel which includes a rim, the heater device including: a base member attached to the rim; a heater wire disposed on the base member; and a sensor which is connected to one of a leading end and a trailing end of the heater wire and measures capacitance of the heater wire, wherein the heater wire forms a first wiring pattern and a second wiring pattern which are connected in series, the first wiring pattern and the second wiring pattern each include N wire blocks connected in series, where N is an integer greater than or equal to 2, the N wire blocks included in the first wiring pattern and the N wire blocks included in the second wiring pattern are (a) disposed along a first direction, which is a circumferential direction of the rim, in a manner that arrangement of the N wire blocks included in the first wiring pattern from the leading end of the heater wire to the trailing end and arrangement of the N wire blocks included in the second wiring pattern from the leading end of the heater wire to the trailing end are reversed, and (b) facing each other in a second direction perpendicular to the first direction, and among the N wire blocks included in the first wiring pattern and the N wire blocks included in the second wiring pattern, a sum of sensitivity of the sensor to capacitance of a pair of wire blocks facing each other is substantially equal to a sum of sensitivity of the sensor to capacitance of another pair of wire blocks facing each other.</p>', '<p id=""p-0011"" num=""0010"">A heater device according to the second aspect of the present invention is a heater device which is disposed on a steering wheel which includes a rim and a spoke connected to the rim, the heater device including: a base member; a wiring pattern formed of a heater wire and disposed on the base member; and a sensor which is connected to one of a leading end and a trailing end of the heater wire, and measures capacitance of the heater wire, wherein the wiring pattern includes a spoke wiring pattern disposed on the spoke, and a rim-portion wiring pattern by the heater wire being repeatedly folded in a first direction, which is a circumferential direction of the rim, and a direction opposite the first direction and extended along a second direction perpendicular to the first direction or a direction opposite the second direction, and the spoke wiring pattern is away from the one of the leading end and the trailing end of the heater wire which is connected to the sensor.</p>']"
28,US10202142B2,Rack guide device and steering apparatus including same,utility,"['<p id=""p-0009"" num=""0008"">With a view to achieving the object, according to the first solution of the present invention, there is provided a rack guide device comprising:</p>', '<p id=""p-0010"" num=""0009"">a rack guide that is accommodated in an accommodating portion formed in a housing through which a rack shaft configured to mesh with a pinion shaft is inserted so as to move towards and away from the rack shaft and that supports the rack shaft so that the rack shaft slides in an axial direction of the rack shaft;</p>', '<p id=""p-0011"" num=""0010"">a blocking member that is fixed to an external opening end that is provided on an opposite side of the accommodating portion to a side thereof that faces the rack shaft;</p>', '<p id=""p-0012"" num=""0011"">at least one disc spring that is interposed between the blocking member and the rack guide to bias the rack guide towards the rack shaft; and</p>', '<p id=""p-0013"" num=""0012"">a holding member that holds the disc spring and that is directly or indirectly held to the blocking member through frictional engagement.</p>', '<p id=""p-0014"" num=""0013"">Additionally, according to the second solution, the rack guide device may comprise a frictional engaging member that is held on at least one of the blocking member and the holding member and is in frictional engagement with the other.</p>', '<p id=""p-0015"" num=""0014"">Additionally, according to the third solution, the frictional engaging member may include an elastic member.</p>', '<p id=""p-0016"" num=""0015"">According to the fourth solution, the holding member may include a guide tube that guides a radial end portion of the disc spring and an annular washer plate that extends radially from an axial end of the guide tube to receive a load of the disc spring.</p>', '<p id=""p-0017"" num=""0016"">In addition, according to the fifth solution, the blocking member may include an opposing portion that faces a circumferential surface of the guide tube, and the frictional engaging member may be interposed between the circumferential surface of the guide tube and the opposing portion of the blocking member.</p>', '<p id=""p-0018"" num=""0017"">According to the sixth solution, the frictional engaging member may be held on the circumferential surface of the guide tube to thereby make up a sub-assembly including the holding member, the frictional engaging member and the disc spring, the frictional engaging member and the disc spring may be disposed on the same side of the guide tube with respect to a radial direction of the guide tube, the disc spring may be disposed between the frictional engaging member and the washer plate in relation to an axial direction of the guide tube, and in a state that the sub-assembly is configured, when looking at the sub-assembly from the axial direction of the guide tube, a part of the frictional engaging member may overlap a part of the disc spring.</p>', '<p id=""p-0019"" num=""0018"">Additionally, according to the seventh solution, the holding member may include a guide tube that includes an outer circumference having a first portion that is brought into frictional engagement with an inner circumference of a recess portion and a second portion that guides an inner diameter portion of the disc spring, wherein the recess portion is provided on one of the rack guide and the blocking member, and a slit may be formed in the guide tube in an axial direction or a direction that is inclined relative to the axial direction so as to enable an elastic reduction in diameter of the guide tube.</p>', '<p id=""p-0020"" num=""0019"">According to the eighth solution, the holding member may include an annular washer plate that extends radially from an axial end of the guide tube to receive a load of the disc spring, and a second slit may be formed in the washer plate so as to continue to a first slit that is the slit formed in the guide tube.</p>', '<p id=""p-0021"" num=""0020"">Additionally, according to the ninth solution, the rack guide device may comprise a holding member unit that includes the disc spring and the holding member and so that the disc spring and the holding member are treated as an integral unit, in the holding member unit, an outer diameter of the first portion may be greater than an outer diameter of the second portion and greater than an inner diameter of the disc spring.</p>', '<p id=""p-0022"" num=""0021"">According to the tenth solution, a compression coil spring may be interposed between the blocking member and the rack guide and bias the rack guide towards the rack shaft.</p>', '<p id=""p-0023"" num=""0022"">Additionally, according to the eleventh solution, the compression coil spring may be disposed in series with the disc spring, and a set load of the compression coil spring may be smaller than a set load of the disc spring.</p>', '<p id=""p-0024"" num=""0023"">According to the twelfth solution, the rack guide may comprise a connecting member that connects the holding member to the blocking member so as to restrict a maximum gap amount between the blocking member and the holding member a direction in which the rack guide moves towards or away from the rack shaft.</p>', '<p id=""p-0025"" num=""0024"">Additionally, according to the thirteenth solution, there is provided a steering apparatus including the rack guide device.</p>']"
