,publication_number,patent_title,appl_type,neutral_text
30,US10173566B2,Seat pad,utility,"['<p id=""p-0009"" num=""0008"">In order to solve the aforementioned problem, the present invention proposes the following means.</p>', '<p id=""p-0010"" num=""0009"">The seat pad according to the present invention is formed from a foamed molded body. A passenger contact surface which, in a plan view of the seat pad, is formed in the shape of a rectangle that is long in the lengthwise direction and short in the widthwise direction, is provided. The passenger contact surface comprises a main pressure-receiving area with which the buttocks or the waist of a passenger come into contact, and a subsidiary pressure-receiving area that is adjacent to the main pressure-receiving area in the lengthwise direction. The passenger contact surface is provided with partitioning grooves that extend in the lengthwise direction and that are arranged across the main pressure-receiving area and the subsidiary pressure-receiving area. A plurality of the partitioning grooves are arranged so as to lie parallel to each other in the widthwise direction. Additional grooves are formed on the bottom surfaces of the partitioning grooves. In the partitioning grooves, the average volume, which is the ratio of the volume of the additional grooves per unit area of the bottom surfaces of the partitioning grooves, is smaller in a first section located in the main pressure-receiving area than in a second section located in the subsidiary pressure-receiving area.</p>']"
31,US10173594B2,Step of industrial vehicle and industrial vehicle,utility,"['<p id=""p-0008"" num=""0007"">A step of an industrial vehicle according to one aspect of the present invention includes: an upper footboard fixed to a side surface of the industrial vehicle; a turning mechanism provided at a rear end of the upper footboard; a front suspension member extending downward from a front portion of the upper footboard and having elasticity; a rear suspension member extending downward from the turning mechanism and having elasticity; and a lower footboard held by the front suspension member and the rear suspension member, wherein: an upper portion of the front suspension member is fixed to the front portion of the upper footboard so as to be non-turnable; a lower portion of the front suspension member is fixed to a front portion of the lower footboard so as to be non-turnable; a lower portion of the rear suspension member is fixed to a rear portion of the lower footboard so as to be non-turnable; and an upper portion of the rear suspension member is coupled to a rear portion of the upper footboard through the turning mechanism so as to be turnable around an axis extending in a vehicle width direction.</p>']"
32,US10173614B2,Power supply device for auxiliary device battery,utility,"['<p id=""p-0010"" num=""0009"">In order to solve the problems described above, and to achieve the object, according to an aspect of the present invention, there is provided a power supply device for an auxiliary device battery that is mounted on an electric motor vehicle which travels by using power, including an auxiliary device battery that stores the power for an auxiliary device of the electric motor vehicle, a converter that works by using external power which is supplied from an external power source through a charging cable which is connected to a charging port of the electric motor vehicle, and supplies the power to the auxiliary device battery by converting the external power into the power for the auxiliary device, and an opening and closing switch that is arranged in a circuit which supplies the external power to the converter from the charging cable, and turns on or turns off a connection of the circuit based on an operation of a user.</p>']"
33,US10173638B2,"Energy absorbing device, seat belt retractor and seat belt apparatus",utility,"['<p id=""p-0014"" num=""0013"">According to an aspect of the present invention, an energy absorbing device disposed between relatively rotating objects includes: a casing connected to one object; a first clutch disc of an annular shape disposed to be reciprocatable in a rotation axis direction in the casing; a second clutch disc of an annular shape disposed inside the first clutch disc to be reciprocatable in the rotation axis direction in the casing; and a clutch plate of an annular shape connected to the other object and having an engaging surface that faces both the first clutch disc and the second clutch disc, wherein the clutch plate has engaging teeth with ridges and grooves arranged in a circumferential direction of the engaging surface, the first clutch disc has engaging outer teeth on a surface which faces the engaging surface so as to be engageable with the engaging teeth, the second clutch disc has engaging inner teeth on a surface which faces the engaging surface so as to be engageable with the engaging teeth, and the engaging outer teeth and the engaging inner teeth alternately engage with the engaging teeth so as to absorb an energy generated by relative rotation between one object and the other object.</p>', '<p id=""p-0015"" num=""0014"">The energy absorbing device may include a plurality of oscillation members arranged in a circumferential direction to be able to oscillate inwardly and outwardly in a radial direction between the first clutch disc, the second clutch disc, and the casing so that the oscillation members oscillate to alternately reciprocate the first clutch disc and the second clutch disc in the rotation axis direction.</p>', '<p id=""p-0016"" num=""0015"">The casing may include a plurality of partition members that partition the disposed positions of the oscillation members. Further, the partition member may include a projection that partitions the disposed position of the first clutch disc and the disposed position of the second clutch disc. The first clutch disc may include a locking section that protrudes inward in a radial direction and is disposed between the partition members, and the second clutch disc may include locking sections that protrudes outward in a radial direction and is disposed between the partition members.</p>', '<p id=""p-0017"" num=""0016"">The clutch plate may be disposed in the casing to be rotatable relatively to the casing, and the casing may include a cover plate that regulates movement of the clutch plate in the rotation axis direction.</p>', '<p id=""p-0018"" num=""0017"">Further, according to another aspect of the present invention, a seat belt retractor includes: a spool that retracts a webbing that restrains an occupant; and a base frame that rotatably holds the spool, wherein an energy absorbing device is disposed between the base frame or a component fixed to the base frame and the spool, and the energy absorbing device is the energy absorbing device according to the above aspect of the present invention.</p>', '<p id=""p-0019"" num=""0018"">Further, according to another aspect of the present invention, a seat belt apparatus includes: a webbing that restrains an occupant; a seat belt retractor that retracts the webbing; a belt anchor that fixes the webbing to a vehicle body; a buckle provided on a side face of the seat; and a tongue disposed on the webbing, wherein the seat belt retractor is the seat belt retractor having the energy absorbing device according to the above aspect of the present invention.</p>']"
34,US10173713B2,Steering wheel decorative member,utility,"['<p id=""p-0010"" num=""0009"">The present invention provides a steering wheel decorative member, which is used for being attached to a resin member covering a periphery of a ring core of a steering wheel, comprising a hollowed-out portion comprising an opening that is formed on a surface of the decorative member facing the resin member and that extends in a longitudinal direction of the decorative member.</p>', '<p id=""p-0011"" num=""0010"">In the steering wheel decorative member, the hollowed-out portion may comprise a groove formed in communication with the opening, and wherein at least part of the groove may be filled with a softer material than the decorative member.</p>', '<p id=""p-0012"" num=""0011"">In the steering wheel decorative member, the soft material may comprise an adhesive that bonds the decorative member to the resin member.</p>', '<p id=""p-0013"" num=""0012"">In the steering wheel decorative member, the hollowed-out portion may comprise a curved surface shape having an arc-shape in cross section.</p>', '<p id=""p-0014"" num=""0013"">In the steering wheel decorative member, the decorative member may comprise a wood material.</p>', '<p id=""p-0015"" num=""0014"">In the steering wheel decorative member, the hollowed-out portion may comprise a plurality of hollowed-out portions at a position symmetrical with respect to a center axis along the longitudinal direction of the decorative member.</p>', '<p id=""p-0016"" num=""0015"">In the steering wheel decorative member, the hollowed-out portion may comprise a cross section with no stress concentrated in a direction orthogonal to the longitudinal direction of the decorative member.</p>', '<p id=""p-0017"" num=""0016"">In the steering wheel decorative member, the hollowed-out portion may comprise a groove formed in communication with the opening, and the groove may be unfilled with any materials.</p>']"
35,US10173752B2,Ship,utility,"['<p id=""p-0012"" num=""0011"">According to a first aspect of the present invention, a ship includes a hull having side shells at both sides in athwart ship direction. The ship further includes a first watertight compartment formed at one side in the athwart ship direction and a portion of which is divided and formed by the side shell of the first side. The ship further includes a second watertight compartment formed on the other side and a portion of which is divided and formed by the side shell of the second side. The ship further includes a connection section configured to bring the first watertight compartment and the second watertight compartment in connection with each other. The ship includes an opening/closing valve configured to open and close the connection section, and a control device configured to control the opening and closing of the opening/closing valve. The control device switches the opening/closing valve in an open state into a closed state when a predetermined condition is satisfied after receiving a signal indicating damage to the side shell.</p>', '<p id=""p-0013"" num=""0012"">According to the above-mentioned configuration, upon occurrence of the damage to the side shell, the opening/closing valve can be switched into the open state. Accordingly, water can be guided from the first watertight compartment that is damaged into the second watertight compartment that is not damaged. Accordingly, the heel of the hull can be attenuated.</p>', '<p id=""p-0014"" num=""0013"">Further, after the water is guided from the first watertight compartment into the second watertight compartment, when the predetermined condition is satisfied, the opening/closing valve can be automatically switched into the closed state. As a result, the water can be stopped from coming and going between the first watertight compartment and the second watertight compartment to reduce the free surface effect. Accordingly, the occurrence of the swing in the ship width direction in the hull can be suppressed, and stable self-navigation becomes possible.</p>', '<p id=""p-0015"" num=""0014"">According to a second aspect of the present invention, in the ship, the control device according to the first aspect may switch the opening/closing valve into the closed state when a condition, that an elapsed time from reception of the signal indicating damage to the side shell reaches a predetermined setting time, is satisfied as the predetermined condition.</p>', '<p id=""p-0016"" num=""0015"">Accordingly, when the elapsed time reaches the setting time, the opening/closing valve can be switched into the closed state. Accordingly, the water can be stopped from coming and going between the first watertight compartment and the second watertight compartment to reduce the free surface effect. As a result, stable self-navigation becomes possible.</p>', '<p id=""p-0017"" num=""0016"">According to a third aspect of the present invention, in the ship, the control device according to the second aspect may switch the opening/closing valve into the closed state when either, which is earlier, of a condition among which the elapsed time reaches the predetermined setting time and the hull has a predetermined amplitude is satisfied as the predetermined condition.</p>', '<p id=""p-0018"" num=""0017"">Accordingly, for example, before the elapsed time reaches the predetermined setting time, when the hull has the predetermined amplitude, the opening/closing valve can be switched into the closed state. Accordingly, self-navigation becomes possible earlier.</p>', '<p id=""p-0019"" num=""0018"">According to a fourth aspect of the present invention, in the ship, the control device according to the first aspect may switch the opening/closing valve into the closed state when a condition that the hull has a predetermined amplitude is satisfied as the predetermined condition.</p>', '<p id=""p-0020"" num=""0019"">According to the above-mentioned configuration, the opening/closing valve can be switched into the closed state when roll amplitude of the hull is reduced. As a result, in a state in which the hull becomes closer to an equilibrium state, stable self-navigation becomes possible.</p>', '<p id=""p-0021"" num=""0020"">According to a fifth aspect of the present invention, in the ship, the control device according to any one of the first to fourth aspects may switch the opening/closing valve into an open state when the signal indicating damage to the side shell is received, and switches the opening/closing valve in the open state into a closed state when the predetermined condition is satisfied, where the opening/closing valve is normally in the closed state.</p>', '<p id=""p-0022"" num=""0021"">When the watertight compartment is a member configured to accommodate a liquid, for example, a ballast tank or the like, the opening/closing valve is normally in the closed state. In this case, the opening/closing valve is switched into the open state when the signal indicating damage to the side shell is received, the opening/closing valve in the open state can be switched into the closed state when the predetermined condition is satisfied. Accordingly, even when the opening/closing valve is normally in the closed state, the free surface effect can be reduced while attenuating the heel of the hull. As a result, stable self-navigation becomes possible.</p>']"
36,US10173833B2,Glass substrate package,utility,"['<p id=""p-0009"" num=""0008"">A glass substrate package according to one embodiment of the present invention, which is devised to achieve the above-mentioned object, comprises a plurality of disc-shaped glass substrates packaged in a packaging material, wherein the plurality of disc-shaped glass substrates are stacked and packaged in a horizontal posture under a state in which protective sheets are interposed between the plurality of disc-shaped glass substrates.</p>', '<p id=""p-0010"" num=""0009"">With the above-mentioned configuration, the plurality of disc-shaped glass substrates can be packaged in the packaging material merely by stacking the plurality of disc-shaped glass substrates in a horizontal posture and interposing the protective sheets between those substrates. Therefore, the cost required for packaging the disc-shaped glass substrates can be reduced. In addition, the plurality of disc-shaped glass substrates are stacked in a horizontal posture, and hence an excessive stress can also be prevented from being applied to an outer peripheral portion of each of the disc-shaped glass substrates. As a result, the occurrence of such a situation that the disc-shaped glass substrate is broken from the outer peripheral end portion can be prevented accurately. As described above, in the glass substrate package according to the embodiment of the present invention, the plurality of disc-shaped glass substrates can be packaged at low cost while the disc-shaped glass substrates are prevented from being broken.</p>', '<p id=""p-0011"" num=""0010"">In the above-mentioned configuration, each of the plurality of disc-shaped glass substrates may comprise a positioning portion formed by partially removing an outer peripheral end portion thereof in order to position the disc-shaped glass substrate.</p>', '<p id=""p-0012"" num=""0011"">When the disc-shaped glass substrate comprises the positioning portion, the positioning portion is formed by partially removing the outer peripheral end portion of the disc-shaped glass substrate, and hence the strength of the disc-shaped glass substrate inevitably decreases, with the result that the disc-shaped glass substrate becomes liable to be broken. However, in the glass substrate package according to the embodiment of the present invention, as described above, each of the disc-shaped glass substrates can be accurately prevented from being broken because the plurality of disc-shaped glass substrates are stacked in a horizontal posture. Therefore, when the glass substrate package according to the embodiment of the present invention is adopted for packaging the disc-shaped glass substrate comprising the positioning portion, the usefulness thereof can be further enhanced.</p>', '<p id=""p-0013"" num=""0012"">In the above-mentioned configuration, it is preferred that the plurality of disc-shaped glass substrates be stacked under a state in which positions of the positioning portions are aligned with each other.</p>', '<p id=""p-0014"" num=""0013"">With this, the positions of the positioning portions of the plurality of disc-shaped glass substrates packaged are aligned with each other. Therefore, when the packaging material is unpacked, and each of the disc-shaped glass substrates is subjected to treatment, the treatment can be smoothly performed.</p>', '<p id=""p-0015"" num=""0014"">In the above-mentioned configuration, it is preferred that the packaging material comprise a side wall portion configured to surround the outer peripheral end portions of the plurality of disc-shaped glass substrates, and the plurality of disc-shaped glass substrates be packaged so that the positioning portions are free from being brought into contact with the side wall portion.</p>', '<p id=""p-0016"" num=""0015"">With this, the contact between the positioning portion of the disc-shaped glass substrate and the side wall portion of the packaging material can be accurately avoided. Therefore, the stress applied to the positioning portion can be suppressed to the extent possible, and the occurrence of such a situation that the disc-shaped glass substrate is broken from the positioning portion can be accurately prevented.</p>', '<p id=""p-0017"" num=""0016"">In the above-mentioned configuration, it is preferred that part of the outer peripheral end portion of each of the plurality of disc-shaped glass substrates be brought into contact with the side wall portion.</p>', '<p id=""p-0018"" num=""0017"">With this, the disc-shaped glass substrate is supported by the side wall portion of the packaging material. Therefore, for example, when the glass substrate package according to the embodiment of the present invention is transported, it becomes easy to prevent the occurrence of such a situation that, due to the vibration or the like occurring in the packaging material, each of the disc-shaped glass substrates moves in the packaging material, and the positional displacement occurs between the plurality of disc-shaped glass substrates.</p>', '<p id=""p-0019"" num=""0018"">In the above-mentioned configuration, it is preferred that when the plurality of disc-shaped glass substrates are seen in plan view, the side wall portion form a square circumscribing the plurality of disc-shaped glass substrates.</p>', '<p id=""p-0020"" num=""0019"">With this, the outer peripheral end portion of the disc-shaped glass substrate and the side wall portion of the packaging material are brought into contact with each other at four points under a state in which those four points are positioned at equal intervals along a circumferential direction of the disc-shaped glass substrate. With this, the disc-shaped glass substrate can be stably supported by the side wall portion of the packaging material. Thus, this configuration is more suitable for preventing the movement of each of the disc-shaped glass substrates in the packaging material and the positional displacement between the plurality of disc-shaped glass substrates when the glass substrate package according to the embodiment of the present invention is transported.</p>', '<p id=""p-0021"" num=""0020"">In the above-mentioned configuration, it is preferred that the packaging material comprise an upper wall portion opposed to the disc-shaped glass substrate positioned in an uppermost layer of the plurality of disc-shaped glass substrates, and the disc-shaped glass substrate positioned in the uppermost layer and the upper wall portion have a cushioning material filled therebetween.</p>', '<p id=""p-0022"" num=""0021"">With this, an impact caused by the vibration or the like can be easily prevented from propagating to the disc-shaped glass substrate when the glass substrate package according to the embodiment of the present invention is transported.</p>', '<p id=""p-0023"" num=""0022"">In the above-mentioned configuration, it is preferred that the packaging material comprise a box-shaped member, and the box-shaped member be formed in a developable manner.</p>', '<p id=""p-0024"" num=""0023"">With this, each of the disc-shaped glass substrates is easily accommodated in the box-shaped member by developing the box-shaped member, and each of the disc-shaped glass substrates is easily removed from the box-shaped member when the box-shaped member is unpacked.</p>', '<p id=""p-0025"" num=""0024"">In the above-mentioned configuration, it is preferred that each of the plurality of disc-shaped glass substrates have warpage, and the plurality of disc-shaped glass substrates be stacked under a state in which directions of the warpage are aligned with each other.</p>', '<p id=""p-0026"" num=""0025"">With this, when the packaging material is unpacked, the time and labor for inspecting the direction of warpage for each of the plurality of disc-shaped glass substrates can be saved.</p>', '<p id=""p-0027"" num=""0026"">In the above-mentioned configuration, it is preferred that each of the plurality of disc-shaped, glass substrates comprise a marking for determining the direction of the warpage.</p>', '<p id=""p-0028"" num=""0027"">With this, the direction of warpage of each of the disc-shaped glass substrates can be easily determined by observing the marking formed on the disc-shaped glass substrate.</p>']"
37,US10173873B2,Lift point alignment device for vehicle maintenance lifts,utility,"['<p id=""p-0009"" num=""0008"">In accordance with an example of the present invention, there is provided a lift point alignment device for a vehicle maintenance lift aligning a vehicle body holding tool provided in a lifting arm of a vehicle maintenance lift to lift points provided in a lower part of a vehicle, the lift point alignment device comprising:</p>', '<p id=""p-0010"" num=""0009"">a mirror body detachably attached to the vehicle body holding tool, the mirror body including a mirror surface facing upward while the mirror body is attached to the vehicle body holding tool; and a light source provided in the mirror body to project light in a vertical direction toward the lower part of the vehicle from the mirror surface of the mirror body attached to the vehicle body holding tool,</p>', '<p id=""p-0011"" num=""0010"">wherein an alignment state of the vehicle body holding tool with respect to the lift points of the vehicle is allowed to be recognized based on a match state between an image of the light source and an image of the lift points of the vehicle reflected in the mirror surface of the mirror body observed from a side of the vehicle.</p>', '<p id=""p-0012"" num=""0011"">In accordance with another example of the present invention, in the lift point alignment device for a vehicle maintenance lift, wherein the light source provided in the mirror body is configured to be aligned to a vehicle body support of the vehicle body holding tool while the mirror body is attached to the vehicle body holding tool when the vehicle body support to be aligned to the lift points of the vehicle is provided on an upper surface of the vehicle body holding tool.</p>', '<p id=""p-0013"" num=""0012"">In accordance with yet another example of the present invention, in the lift point alignment device for a vehicle maintenance lift, wherein, when the vehicle body support of the vehicle body holding tool forms a linear shape aligned to the lift points having a linear shape of the vehicle, a plurality of light sources is installed on a straight line aligned to the linear vehicle body support of the vehicle body holding tool.</p>', '<p id=""p-0014"" num=""0013"">In accordance with another example of the present invention, in the lift point alignment device for a vehicle maintenance lift, wherein the mirror body includes a mounting frame portion installed in a protruding manner on a rear side of the mirror surface, and the mounting frame portion is attached on an outer circumferential portion of the vehicle body holding tool when the mirror body is attached to the vehicle body holding tool.</p>', '<p id=""p-0015"" num=""0014"">In accordance with yet another example of the present invention, in the lift point alignment device for a vehicle maintenance lift, wherein the mirror body includes a mounting protrusion installed in a protruding manner on the rear side of the mirror surface, and the mounting protrusion is fit to a groove-shaped vehicle body support provided within the upper surface of the vehicle body holding tool when the mirror body is attached to the vehicle body holding tool.</p>', '<p id=""p-0016"" num=""0015"">In accordance with another example of the present invention, in the lift point alignment device for a vehicle maintenance lift, wherein the light source includes a light emitting diode (LED), and the mirror body includes a battery and a lighting switch for the LED.</p>']"
38,US10173883B2,"Connector, socket, and liquid storing container",utility,"['<p id=""p-0010"" num=""0009"">To solve the above-mentioned problem, the present disclosure adopts the following solutions.</p>', '<p id=""p-0011"" num=""0010"">A connector according to one aspect of the present disclosure is a connector to be attached to a liquid storing container having an opening formed in an upper surface thereof, the opening being formed with a cylindrical shape about a first axial line, the connector including: a plug to be fixed to an inner peripheral surface of the opening; and a socket to be detachably attached to the plug. The plug includes a plug body including, formed therein, a first liquid outflow passage through which a liquid stored in the liquid storing container is drawn out; a first liquid inflow passage that guides the liquid flowing in from an outside of the liquid storing container into the liquid storing container; and a first gas passage that circulates an outside air between an inside space of the liquid storing container and an outside space of the liquid storing container. The socket includes: a socket body including, formed therein, a second liquid outflow passage through which the liquid drawn out from the first liquid outflow passage is caused to flow to the outside; a second liquid inflow passage that guides the liquid flowing in from the outside of the liquid storing container to the first liquid inflow passage; and a second gas passage connected to the first gas passage and causing the outside air to circulate between the inside space and the outside space; and a ball lock mechanism that is attached to the socket body, allows a plurality of lock balls to be engaged with engagement grooves, and fixes the plurality of lock balls to the engagement grooves, respectively, the engagement grooves being formed along a circumferential direction about the first axial line in an outer peripheral surface of the opening.</p>', '<p id=""p-0012"" num=""0011"">In the connector according to one aspect of the present disclosure, for example, the liquid is sucked by an external pump in a state where the socket is attached to the plug, and the liquid drawn out from the first liquid outflow passage of the plug flows to the outside via the second liquid outflow passage of the socket. Further, the liquid circulated by the external pump is guided from the first liquid inflow passage of the plug into the liquid storing container via the second liquid inflow passage of the socket. Furthermore, an outside air to be replaced by an amount corresponding to the decreased amount of liquid stored in the liquid storing container is guided from the outside space of the liquid storing container into the inside space thereof via the second gas passage of the socket and the first gas passage of the plug.</p>', '<p id=""p-0013"" num=""0012"">In this manner, the connector according to one aspect of the present disclosure has a structure capable of causing the liquid stored in the liquid storing container to flow to the outside, causing the liquid that has flown to the outside and circulated to flow into the liquid storing container, and introducing an outside air corresponding to the decreased amount of liquid stored in the liquid storing container.</p>', '<p id=""p-0014"" num=""0013"">Further, the socket included in the connector according to one aspect of the present disclosure can be reliably attached to the plug without requiring any troublesome operation, because the ball lock mechanism allows the plurality of lock balls to be engaged with the engagement grooves formed in the outer peripheral surface of the opening of the liquid storing container and fixes the plurality of lock balls to the engagement grooves, respectively.</p>', '<p id=""p-0015"" num=""0014"">In the connector according to one aspect of the present disclosure, the ball lock mechanism may include: the plurality of lock balls; a first cylindrical member having a plurality of opening holes, the opening holes being formed with a cylindrical shape about the first axial line and having a diameter smaller than an outer diameter of each of the lock balls; a second cylindrical member that is formed with a cylindrical shape about the first axial line and disposed at an outer peripheral side of the first cylindrical member, the second cylindrical member including a regulating portion that regulates the lock balls stored in the opening holes, respectively, to be engaged with the engagement grooves; and an urging force generation unit that urges the second cylindrical member against a location where the regulating portion contacts the lock balls, one end of the urging force generation unit being formed along the first axial line and fixed to the first cylindrical member, the other end of the urging force generation unit being formed along the first axial line and fixed to the second cylindrical member.</p>', '<p id=""p-0016"" num=""0015"">According to the connector having the structure as described above, when the socket is attached to the opening of the liquid storing container in which the plug is fixed to the inner peripheral surface thereof, the operator causes the second cylindrical member to be pulled upward along the first axial line and withdrawn so as to prevent the regulating portion from contacting the lock balls. This allows the operator to attach the socket to the plug in a state where the locking by the ball lock mechanism is released.</p>', '<p id=""p-0017"" num=""0016"">Further, the operator detaches the second cylindrical member after attaching the socket to the plug, thereby allowing the socket to be fixed to the outer peripheral surface of the opening without requiring any troublesome operation. This is because when the second cylindrical member is detached, the urging force from the urging force generation unit is applied to the second cylindrical member and the regulating portion moves to the location where the regulating portion contacts the lock balls, thereby allowing the plurality of lock balls to be fixed to the engagement grooves, respectively.</p>', '<p id=""p-0018"" num=""0017"">Further, according to the connector having the structure as described above, when the operator attaches the socket to the opening of the liquid storing container in which the plug is fixed to the inner peripheral surface thereof, the operator presses the socket into the plug without touching the second cylindrical member, thereby allowing the lock balls to be withdrawn. This is because the force of pressing the socket by the operator becomes a force against the urging force of the urging force generation unit, which causes the second cylindrical member to be moved so that the lock balls can be withdrawn.</p>', '<p id=""p-0019"" num=""0018"">Then, the operator presses the socket into the plug until the lock balls reach the location of the engagement grooves, thereby allowing the lock balls to be fixed to the engagement grooves, respectively, by the urging force of the urging force generation unit. This operation allows the operator to fix the socket to the outer peripheral surface of the opening without requiring any troublesome operation.</p>', '<p id=""p-0020"" num=""0019"">In the connector having the structure as described above, the ball lock mechanism may include a rotation regulating mechanism that regulates a rotation of the second cylindrical member about the first axial line with respect to the first cylindrical member.</p>', '<p id=""p-0021"" num=""0020"">This structure makes it possible to prevent such a defect that the second cylindrical member is rotated about the first axial line with respect to the first cylindrical member and the urging force applied to the second cylindrical member by the urging force generation unit changes.</p>', '<p id=""p-0022"" num=""0021"">In the connector having the structure as described above, the socket body may include a cylindrical insertion hole formed along a second axial line intersecting with the first axial line so as to penetrate through the second liquid outflow passage and the second liquid inflow passage, and the socket may include: a columnar rotary valve including an outflow through-hole and an inflow through-hole and inserted into the insert hole, the outflow through-hole being formed at a location where the second liquid outflow passage is disposed on the second axial line, the inflow through-hole being formed at a location where the second liquid inflow passage is disposed on the second axial line; and a switching mechanism that switches between an open state and a closed state when the rotary valve is rotated about the second axial line, the open state being a state in which the outflow through-hole and the second liquid outflow passage communicate with each other and the inflow through-hole and the second liquid inflow passage communicate with each other, the closed state being a state in which the outflow through-hole and the second liquid outflow passage do not communicate with each other and the inflow through-hole and the second liquid inflow passage do not communicate with each other.</p>', '<p id=""p-0023"" num=""0022"">The structure for switching the liquid circulation state by bringing a valve body, which is disposed at the socket, and a valve seat, which is disposed at the plug, into contact with each other or separating them from each other, has a section where the passage sectional area decreases locally and includes an urging mechanism for urging the valve body into the closed state. Accordingly, when the liquid is a slurry containing an abrasive or the like (a slurry in which solid particles are dispersed), the solid particles adhere to the section where the passage sectional area decreases locally, which deteriorates the liquidity of the liquid. Further, when the solid particles adhere to the urging mechanism of the valve body and are coagulated, the valve body cannot be opened or closed smoothly.</p>', '<p id=""p-0024"" num=""0023"">On the other hand, in the connector according to the above aspect, the switching mechanism switches the rotary valve to the open state or the closed state, thereby making it possible to switch between the open state and the closed state. The open state is a state in which the liquid is circulated in the second liquid outflow passage and the second liquid inflow passage via the outflow through-hole and the inflow through-hole. The closed state is a state in which the liquid is not circulated in the second liquid outflow passage and the second liquid inflow passage via the outflow through-hole and the inflow through-hole.</p>', '<p id=""p-0025"" num=""0024"">Therefore, it is possible to prevent such a defect that the solid particles accumulate at the section where the passage sectional area decreases locally, which deteriorates the liquidity of the liquid. Further, since the urging mechanism that allows the valve body to be opened or closed by the urging force is not placed within the passage, it is possible to prevent such a defect that the solid particles accumulate on the urging mechanism, which makes it difficult to smoothly open or close the valve.</p>', '<p id=""p-0026"" num=""0025"">In the connector according to the above aspect, the switching mechanism may include a lock member that regulates an upward movement of the second cylindrical member along the first axial line in the open state.</p>', '<p id=""p-0027"" num=""0026"">The urging force generation unit urges the second cylindrical member against the location where the regulating portion contacts the lock balls. Accordingly, the ball lock mechanism allows the socket to be fixed to the outer peripheral surface of the opening. However, if the second cylindrical member is pulled upward due to an erroneous operation or the like, the socket may be detached from the outer peripheral surface of the opening. If the socket is detached from the outer peripheral surface of the opening in the open state of the rotary valve, the liquid may flow to the outside.</p>', '<p id=""p-0028"" num=""0027"">In the connector according to the above aspect, since the upward movement of the second cylindrical member is regulated in the open state of the rotary valve, the regulating portion is prevented from being separated from the lock balls and thus the socket is prevented from being detached from the outer peripheral surface of the opening. This structure makes it possible to reliably prevent the liquid from flowing to the outside due to an erroneous operation or the like.</p>', '<p id=""p-0029"" num=""0028"">In the connector according to one aspect of the present disclosure, the plug may include: a cylindrical inside pipe that is attached to a lower portion of the plug body and guides the liquid stored in the liquid storing container to the first liquid outflow passage; a cylindrical outside pipe that is attached to the plug body, is disposed at an outside of the inside pipe, and forms an annular passage to guide the liquid guided to the first liquid inflow passage into the liquid storing container; and a sealing member that seals a space between an outer peripheral surface of the inside pipe and an inner peripheral surface at a second lower end of the outside pipe, the second lower end being disposed above a first lower end of the inside pipe. An outflow hole through which the liquid is caused to flow out into the liquid storing container from the annular passage may be formed at the second lower end of the outside pipe.</p>']"
39,US10173909B2,Tubular fluid purification apparatus,utility,"['<p id=""p-0008"" num=""0007"">In one embodiment, a tubular fluid purification apparatus may include: a guide part including an inlet port into which fluid is drawn; a discharge part including an outlet port from which the fluid is discharged; a conduit part configured to provide a space for flow of the fluid between the guide part and the discharge part; and a purification unit supported on an inner surface of the conduit part and disposed to face the fluid flowing from the guide part to the discharge part, wherein the purification unit may include: a vortex generation part including a support and an opening formed in the support; and a light emitting diode disposed on the support at a position adjacent to the opening and configured to provide ultraviolet light.</p>']"
40,US10173917B2,Method for producing granules and method for producing glass product,utility,"['<p id=""p-0013"" num=""0012"">The present invention provides a method for producing granules having the following constructions [1] to [4] and a method for producing a glass product having the following constructions [5] to [10].</p>', '<p id=""p-0014"" num=""0013"">[1] A method for producing granules to be used for the production of silicate glass, which has a step of mixing a glass raw material composition composed essentially of an alkali metal source, an alkaline earth metal source and a powdery silicon source, with water, followed by compression molding, and which is characterized in that the glass raw material composition contains at least 50 mass % of the silicon source and at least 10 mass % in total of the alkali metal source and the alkaline earth metal source, as calculated as oxides, based on 100 mass % of the silicate glass obtainable from the granules, the alkali metal source contains an alkali metal carbonate, and D90 representing the particle size at a cumulative volume of 90% in the particle size accumulation curve of the alkaline earth metal source is at most 100 μm.']"
