,publication_number,patent_title,appl_type,neutral_text
125,US10169762B2,"Risk analysis device, risk analysis method and program storage medium",utility,"['<p id=""p-0017"" num=""0018"">A risk analysis device according to the present invention to achieve the purpose, includes:</p>', '<p id=""p-0018"" num=""0019"">a storage means; a first migration information extraction means; a second migration information extraction means; a third migration information extraction means; and a migration risk determination means, wherein:</p>', '<p id=""p-0019"" num=""0020"">the storage means stores business application information which is information about management of applications and data, applicable law information at a datacenter and contract information about a contract with a datacenter;</p>', '<p id=""p-0020"" num=""0021"">the first migration information extraction means extracts first migration information, which is information regarding datacenter migration, from the business application information associated with a particular application and particular data which are migration targets;</p>', '<p id=""p-0021"" num=""0022"">the second migration information extraction means extracts second migration information, which is information regarding the datacenter migration, from the applicable law information associated with a migration destination datacenter;</p>', '<p id=""p-0022"" num=""0023"">the third migration information extraction means extracts third migration information, which is information regarding the datacenter migration, from the contract information associated with migration destination datacenter; and</p>', '<p id=""p-0023"" num=""0024"">the migration risk determination means determines legal or contractual risks in datacenter migration, by comparing the first and second migration information with the third migration information.</p>', '<p id=""p-0024"" num=""0025"">A risk analysis method according to the present invention to achieve the purpose, includes:</p>', '<p id=""p-0025"" num=""0026"">extracting first migration information, which is information regarding datacenter migration, from business application information associated with a particular application and particular data which are migration targets;</p>', '<p id=""p-0026"" num=""0027"">extracting second migration information, which is information regarding the datacenter migration, from applicable law information;</p>', '<p id=""p-0027"" num=""0028"">extracting third migration information, which is information regarding datacenter migration, from contract information associated with a migration destination datacenter; and</p>', '<p id=""p-0028"" num=""0029"">determining legal or contractual risks in datacenter migration, by comparing the first and second migration information with the third migration information.</p>', '<p id=""p-0029"" num=""0030"">A program according to the present invention to achieve the purpose, to allow a computer to execute, includes a process of:</p>', '<p id=""p-0030"" num=""0031"">extracting first migration information, which is information regarding datacenter migration, from business application information associated with a particular application and particular data which are migration targets;</p>', '<p id=""p-0031"" num=""0032"">extracting second migration information, which is information regarding the datacenter migration, from applicable law information;</p>', '<p id=""p-0032"" num=""0033"">extracting third migration information, which is information regarding datacenter migration, from contract information associated with a migration destination datacenter; and</p>', '<p id=""p-0033"" num=""0034"">determining legal or contractual risks in datacenter migration, by comparing the first and second migration information with the third migration information.</p>', '<p id=""p-0034"" num=""0035"">Here, the objective is also achieved by means of a computer-readable storage medium storing the program.</p>']"
126,US10169809B2,"Answer form processing system, answer form processing method and computer storage medium",utility,"['<p id=""p-0009"" num=""0008"">In order to solve the above described problems, an answer form processing system according to an embodiment of the present invention includes means for obtaining a question form that includes one or more lines of a question sentence and a plurality of lines of options corresponding to the question sentence, means for obtaining an answer form that indicates an answer for the question sentence from an answerer, the answer form being generated by adding one or more characters to the one or more lines indicating the plurality of options in the question form, means for comparing the question form and the answer form on a line-by-line basis with respect at least to the plurality of lines each of which indicates one of the plurality of options, and outputting means for outputting at least a part of each line in the answer form while restricting output of the line, which is among the plurality of lines respectively indicating the plurality of options and matches the corresponding line in the question form, thereby outputting the answer form where the line indicating the option to which one or more characters are not added by the answerer is omitted.</p>', '<p id=""p-0010"" num=""0009"">According to the embodiment of the present invention, the answer form processing system further includes question line specifying means for specifying at least one of the plurality of lines indicating the question sentence in the answer form, wherein the outputting means does not restrict output of the line specified by the question line specifying means in the answer form.</p>', '<p id=""p-0011"" num=""0010"">The question line specifying means may specify a line that matches a predetermined condition as a question sentence in the answer form.</p>', '<p id=""p-0012"" num=""0011"">Alternatively, the question line specifying means may specify the plurality of lines respectively indicating the plurality of the options in the question form, and also specify at least one of the lines indicating the question sentence based on positions of the specified lines. In this regard, in a case where a plurality of lines that match the predetermined condition are consecutive, the question line specifying means may specify the consecutive lines as the plurality of lines respectively indicating the plurality of options in the question form.</p>', '<p id=""p-0013"" num=""0012"">According to the embodiment of the present invention, the outputting means does not restrict output of the line, in the answer form, that matches the corresponding line in the question form based on an amount of text in the question form or the answer form.</p>', '<p id=""p-0014"" num=""0013"">According to the embodiment of the present invention, the outputting means outputs a predetermined message in a case where there is no line, in the answer form, that does not match the corresponding line in the question form.</p>', '<p id=""p-0015"" num=""0014"">An answer form processing method according to the embodiment of the present invention includes the steps of obtaining a question form that includes one or more lines of a question sentence and a plurality of lines of options corresponding to the question sentence, obtaining an answer form that indicates an answer for the question sentence from an answerer, the answer form being generated by adding one or more characters to the one or more lines indicating the plurality of options in the question form, comparing the question form and the answer form on a line-by-line basis with respect at least to the plurality of lines each of which indicates one of the plurality of options, and outputting at least a part of each line in the answer form while restricting output of the line, which is among the plurality of lines respectively indicating the plurality of options and matches the corresponding line in the question form, thereby outputting the answer form where the line indicating the option to which one or more characters are not added by the answerer is omitted.</p>', '<p id=""p-0016"" num=""0015"">A program according to the embodiment of the present invention causes a computer to perform the steps of obtaining a question form that includes one or more lines of a question sentence and a plurality of lines of options corresponding to the question sentence, obtaining an answer form that indicates an answer for the question sentence from an answerer, the answer form being generated by adding one or more characters to the one or more lines indicating the plurality of options in the question form, comparing the question form and the answer form on a line-by-line basis with respect at least to the plurality of lines each of which indicates one of the plurality of options, and outputting at least a part of each line in the answer form while restricting output of the line, which is among the plurality of lines respectively indicating the plurality of options and matches the corresponding line in the question form, thereby outputting the answer form where the line indicating the option to which one or more characters are not added by the answerer is omitted. The program may be stored in a computer readable storage medium such as a CD-ROM or a DVD-ROM.</p>', '<p id=""p-0017"" num=""0016"">A data processing system according to the embodiment of the present invention includes means for obtaining first data that includes one or more lines of a sentence and a plurality of lines of options corresponding to the sentence, means for obtaining second data that indicates a selection, which is generated by adding data to the one or more lines indicating the plurality of options in the first data, means for comparing the first data and the second data on a line-by-line basis with respect at least to the plurality of lines each of which indicates one of the plurality of options, and outputting means for outputting at least a part of each line in the second data while restricting output of the line, which is among the plurality of lines respectively indicating the plurality of options and matches the corresponding line in the first data, thereby outputting the second data where the line indicating the option to which the data is not added is omitted.</p>', '<p id=""p-0018"" num=""0017"">A data processing method according to the embodiment of the present invention includes the steps of obtaining first data that includes one or more lines of a sentence and a plurality of lines of options corresponding to the sentence, obtaining second data that indicates a selection, which is generated by adding data to the one or more lines indicating the plurality of options in the first data, comparing the first data and the second data on a line-by-line basis with respect at least to the plurality of lines each of which indicates one of the plurality of options, and outputting at least a part of each line in the second data while restricting output of the line, which is among the plurality of lines respectively indicating the plurality of options and matches the corresponding line in the first data, thereby outputting the second data where the line indicating the option to which the data is not added is omitted.</p>', '<p id=""p-0019"" num=""0018"">A program according to the embodiment of the present invention causes a computer to perform the steps of obtaining first data that includes one or more lines of a sentence and a plurality of lines of options corresponding to the sentence, obtaining second data that indicates a selection, which is generated by adding data to the one or more lines indicating the plurality of options in the first data, comparing the first data and the second data on a line-by-line basis with respect at least to the plurality of lines each of which indicates one of the plurality of options, and outputting at least a part of each line in the second data while restricting output of the line, which is among the plurality of lines respectively indicating the plurality of options and matches the corresponding line in the first data, thereby outputting the second data where the line indicating the option to which the data is not added is omitted. The program may be stored in a computer readable storage medium such as a CD-ROM or a DVD-ROM.</p>']"
127,US10169866B2,Medical image processing and diagnostic image generation device for predetermined types of diagnostic information,utility,"['<p id=""p-0013"" num=""0012"">According to an aspect of the present invention, the user is allowed in advance to select only a desired type of diagnostic information from vast amounts of diagnostic information such as images and numerical values. Only the selected type of diagnostic information is presented to the user in a user-friendly mode. The diagnostic information is calculated by using a physical property value necessary for the calculation of the diagnostic information in question and calculation information such as arithmetic functions and variables, the physical property value and calculation information being stored in advance.</p>', '<p id=""p-0014"" num=""0013"">Specifically, the present invention provides a medical diagnostic imaging support apparatus including: an output diagnostic information reception portion for receiving a type of outputted diagnostic information as output diagnostic information; a physical property value calculation portion for calculating a physical property value from measurement data acquired by a medical image acquisition apparatus; a diagnostic information calculation portion for calculating the output diagnostic information by using the physical property value; and a display processor for generating a display screen from the calculated output diagnostic information and displaying the display screen.</p>', '<p id=""p-0015"" num=""0014"">The present invention further provides a medical diagnostic imaging support method including: an output diagnostic information reception step of receiving the designation of a type of outputted diagnostic information; a physical property value calculation step of calculating a physical property value from an echo signal acquired by a magnetic resonance imaging apparatus; a diagnostic information calculation step of calculating the type of diagnostic information, as received at the output diagnostic information reception step, by using the physical property value; and a display processing step of generating display screen data from the calculated output diagnostic information and displaying the display screen data.</p>']"
128,US10169880B2,"Information processing apparatus, information processing method, and program",utility,"['<p id=""p-0011"" num=""0010"">In order to achieve the object, an information processing apparatus according to an embodiment of the present technology includes a tracking unit, a region estimation unit, and an estimation processing unit.</p>', '<p id=""p-0012"" num=""0011"">The tracking unit that acquires an image captured by an image capture unit disposed at a moving object, and corresponds characteristic points included in the image captured before movement and the image captured after the movement, the moving object moving accompanying a rotation motion.</p>', '<p id=""p-0013"" num=""0012"">The region estimation unit that acquires information about the movement, and estimates regions where two-dimensional positions of the characteristic points are less changed viewed from the moving object before and after the movement of the moving object on the basis of the information.</p>', '<p id=""p-0014"" num=""0013"">The estimation processing unit that performs self position estimation of the moving object using the characteristic points within the regions corresponded by the tracking unit.</p>', '<p id=""p-0015"" num=""0014"">By this configuration, the region estimation unit estimates the region where the two-dimensional positions of the characteristic points are less changed viewed from the moving object before and after the movement of the moving object. When the direction of the image capture unit is changed rapidly, there is a possibility that the positions of the characteristic points do not rapidly moved within the region estimated by the region estimation unit. The region estimation unit can perform the self position estimation technology having high robustness by using the characteristic points within the region estimated by the region estimation unit.</p>', '<p id=""p-0016"" num=""0015"">The region estimation unit may calculate a rotation axis of the rotation motion, and estimate the regions using the rotation axis.</p>', '<p id=""p-0017"" num=""0016"">By this configuration, the region estimation unit estimates that the closer the regions to a rotation axis of the rotation motion of the moving object are, the less the two-dimensional positions of the characteristic points viewed from the moving object before and after the movement of the moving object are changed. The region estimation unit can estimate the regions with high precision by using the rotation axis.</p>', '<p id=""p-0018"" num=""0017"">The image capture unit may include a plurality of camera mechanisms having optical axes that are mutually not in parallel.</p>', '<p id=""p-0019"" num=""0018"">The region estimation unit may select the camera mechanism having the optical axis where the angle between the rotation axis and the optical axis is smallest among the plurality of camera mechanisms.</p>', '<p id=""p-0020"" num=""0019"">The estimation processing unit may perform the self position estimation of the moving object using the characteristic points included in the image captured by the camera mechanism selected by the region estimation unit.</p>', '<p id=""p-0021"" num=""0020"">By this configuration, the region captured by the camera mechanism having the optical axis where the angle between the rotation axis and the optical axis is small among the plurality of camera mechanisms is estimated as the regions where the two-dimensional positions of the characteristic points are less changed viewed from the moving object before and after the movement of the moving object. The region estimation unit can perform the self position estimation technology having high robustness by using the characteristic points included in the image captured by the camera mechanism selected by the region estimation unit.</p>', '<p id=""p-0022"" num=""0021"">The information processing apparatus may further include a data generation unit that extracts the characteristic points included in the image captured by the camera mechanism selected by the region estimation unit from the characteristic points corresponded by the tracking unit.</p>', '<p id=""p-0023"" num=""0022"">The estimation processing unit may perform the self position estimation of the moving object using the characteristic points extracted by the data generation unit.</p>', '<p id=""p-0024"" num=""0023"">By this configuration, the data generation unit extracts the characteristic points included in the image captured by the camera mechanism selected by the region estimation unit from the characteristic points corresponded by the tracking unit. The estimation processing unit can perform the self position estimation having high robustness by using the characteristic points extracted by the data generation unit.</p>', '<p id=""p-0025"" num=""0024"">The tracking unit may correspond the characteristic points included in the image captured by the camera mechanism selected by the region estimation unit.</p>', '<p id=""p-0026"" num=""0025"">By this configuration, the tracking unit corresponds the characteristic points included in the image captured by the camera mechanism selected by the region estimation unit. The estimation processing unit can perform the self position estimation having high robustness by using the characteristic points corresponded by the tracking unit.</p>', '<p id=""p-0027"" num=""0026"">The region estimation unit may estimate the regions such that the rotation axis passes through the regions.</p>', '<p id=""p-0028"" num=""0027"">By this configuration, the regions through which the rotation axis of the rotation motion of the moving object passes are estimated that the two-dimensional positions of the characteristic points are less changed viewed from the moving object before and after the movement of the moving object. This allows accuracy of region estimation by the region estimation unit to be improved.</p>', '<p id=""p-0029"" num=""0028"">The image capture unit may have a viewing angle of 90° or more.</p>', '<p id=""p-0030"" num=""0029"">By this configuration, by using a wide view angle camera (a wide angle camera, a fish-eye camera, a panorama camera, etc.), the regions through which the rotation axis of the moving object passes are easily included in the images captured by the image capture unit.</p>']"
129,US10169916B2,Image processing device and image processing method,utility,"['<p id=""p-0009"" num=""0008"">According to the present disclosure, there is provided an image processing device including: a setting unit configured to set a filter intensity based on a degree of how exactly an imaging device that produces a captured image containing a marker related to display of a virtual object faces the marker, the degree being detected based on the captured image; and an image processing unit configured to combine the virtual object corresponding to the marker with the captured image by using a filter having the set filter intensity.</p>', '<p id=""p-0010"" num=""0009"">According to the present disclosure, there is provided an image processing method including: a step of setting a filter intensity based on a degree of how exactly an imaging device that produces a captured image containing a marker related to display of a virtual object faces the marker, the degree being detected based on the captured image; and a step of combining the virtual object corresponding to the marker with the captured image by using a filter having the set filter intensity.</p>', '<p id=""p-0011"" num=""0010"">According to the present disclosure, there is provided a program for causing a computer to execute: a step of setting a filter intensity based on a degree of how exactly an imaging device that produces a captured image containing a marker related to display of a virtual object faces the marker, the degree being detected based on the captured image; and a step of combining the virtual object corresponding to the marker with the captured image by using a filter having the set filter intensity.</p>']"
130,US10169925B2,Head mounted display and control method for head mounted display,utility,"['<p id=""p-0009"" num=""0008"">An advantage of some aspects of the invention is to solve at least apart of the problems described above, and the invention can be implemented as the following aspects.</p>', '<p id=""p-0010"" num=""0009"">(1) An aspect of the invention provides a head mounted display which allows a user to visually recognize a virtual image and external scenery. The head mounted display includes an image display unit that forms the virtual image which is visually recognized by the user; and a superimposition processing unit that causes the image display unit to form the virtual image based on superimposition information for superimposing invisible information which is not shown in an appearance of an object on the object included in the external scenery. According to the head mounted display, the image display unit allows the user to visually recognize the virtual image based on the superimposition information which is information for superimposing the invisible information of the object on the object included in the external scenery. The head mounted display is a head mounted display which allows the user to visually recognize a virtual image and external scenery. For this reason, the user of the head mounted display can visually recognize an object in the visual field direction, that is, a real image of the object included in the external scenery, and the information (superimposition information) which is not shown in the appearance of the object together, without moving the visual line of the user.</p>', '<p id=""p-0011"" num=""0010"">(2) In the head mounted display, the superimposition processing unit may cause the image display unit to repeatedly form the virtual image based on the superimposition information corresponding to the object included in the external scenery every predetermined time. According to the head mounted display, the superimposition processing unit causes the image display unit to repeatedly form the virtual image based on the superimposition information corresponding to the object included in the external scenery every predetermined time. Thus, the user can visually recognize the virtual image based on the superimposition information which tracks a motion of the head of the user over time.</p>', '<p id=""p-0012"" num=""0011"">(3) The head mounted display may further include a storage unit that stores the invisible information; and an image acquisition unit that acquires an image of external scenery in a visual field direction of the user when the user wears the head mounted display. The superimposition processing unit may extract a feature of the object included in the external scenery through image recognition on the image in the visual field direction acquired by the image acquisition unit, and may correct the invisible information of the object stored in the storage unit on the basis of the extracted feature so as to generate the superimposition information. According to the head mounted display, the superimposition processing unit can generate the superimposition information by using the invisible information of the object stored in the storage unit. In addition, the image acquired by the image acquisition unit is an image obtained by capturing a real image of the object (in other words, an object included in the external scenery) in the visual field direction of the user. The superimposition processing unit extracts a feature of the object included in the external scenery from the external scenery image acquired by the image acquisition unit, and generates superimposition information on the basis of the extracted feature. For this reason, the superimposition processing unit can generate the superimposition information which matches the feature of the object (the object included in the external scenery) in the visual field direction of the user.</p>', '<p id=""p-0013"" num=""0012"">(4) In the head mounted display, the invisible information may be an image indicating a structure of the object. According to the head mounted display, the invisible information is an image indicating a structure of the object. For this reason, the user of the head mounted display can visually recognize a real image of the object in the visual field direction and the image indicating a structure of the object together, without moving the visual line of the user.</p>', '<p id=""p-0014"" num=""0013"">(5) In the head mounted display, the feature may be an edge of the object. According to the head mounted display, the superimposition processing unit can extract a contour of the object included in the external scenery by detecting an edge of the object through image recognition. As a result, the superimposition processing unit can generate the superimposition information by correcting the invisible information of the object on the basis of the extracted contour of the object.</p>', '<p id=""p-0015"" num=""0014"">(6) In the head mounted display, the feature may be a marker attached to the object. According to the head mounted display, the superimposition processing unit can extract a position of the object included in the external scenery by detecting markers attached to the object through the image recognition. As a result, the superimposition processing unit can generate the superimposition information by correcting the invisible information of the object on the basis of the extracted position of the object.</p>', '<p id=""p-0016"" num=""0015"">(7) In the head mounted display, the correction may be performed by performing at least one of enlargement, reduction, rotation, inversion, trimming, distortion, and noise removal on an image indicating the invisible information. According to the head mounted display, the superimposition processing unit performs correction by performing at least one of enlargement, reduction, rotation, inversion, trimming, distortion, and noise removal on an image indicating the invisible information of the object stored in the storage unit, so as to generate the superimposition information.</p>', '<p id=""p-0017"" num=""0016"">(8) In the head mounted display, the correction is performed by dividing an image indicating the invisible information into a plurality of regions and performing at least one of enlargement, reduction, trimming, distortion, and noise removal on each of the plurality of regions. According to the head mounted display, the superimposition processing unit performs correction by dividing an image indicating the invisible information of the object stored in the storage unit into a plurality of regions and performing at least one of enlargement, reduction, trimming, distortion, and noise removal on each of the plurality of regions. As above, the superimposition processing unit divides the image indicating the invisible information into a plurality of regions and then corrects each region. Therefore, it is possible to improve accuracy of the correction of the invisible information.</p>', '<p id=""p-0018"" num=""0017"">(9) In the head mounted display, the superimposition processing unit may measure a distance between the user and each part of the object by using triangulation, and may perform the division on the basis of a result of the measurement. According to the head mounted display, the superimposition processing unit can measure a distance between the user and each part of the object by using triangulation, and can divide the region of the invisible information efficiently and in light of the actual situation on the basis of a result of the measurement.</p>', '<p id=""p-0019"" num=""0018"">(10) In the head mounted display, the superimposition processing unit may change accuracy of the correction on the basis of an information accepting characteristic indicating an extent of visual capability within a visual field of the user. According to the head mounted display, the superimposition processing unit changes accuracy of the correction of the invisible information on the basis of the information accepting characteristic within the visual field of the user. As a result, the superimposition processing unit can efficiently correct the invisible information.</p>', '<p id=""p-0020"" num=""0019"">(11) The head mounted display may further include a visual line detection unit that detects a visual line of the user. Here, the image display unit may form both the virtual image corresponding to the right eye of the user and the virtual image corresponding to the left eye of the user. In addition, the superimposition processing unit may further obtain a steady gaze point distance which is a distance between the user and a steady gaze point at which the user steadily gazes, from the visual line detected by the visual line detection unit, and may generate the superimposition information for the right eye and the superimposition information for the left eye to which a parallax corresponding to the obtained steady gaze point distance is given. According to the head mounted display, the superimposition processing unit generates the superimposition information for the right eye and the superimposition information for the left eye to which the parallax corresponding to a distance (steady gaze point distance) between the user and the steady gaze point at which the user gazes steadily is given, and the image display unit allows the user to visually recognize the virtual image based on this superimposition information. As a result, the user can visually recognize the superimposition information at a position of the same distance as the steady gaze point.</p>', '<p id=""p-0021"" num=""0020"">(12) The head mounted display may further include parallax information that correlates a plurality of distances between the user and the virtual image visually recognized by the user with parallaxes which respectively correspond to the plurality of distances. Here, the superimposition processing unit may give a parallax corresponding to the steady gaze point distance by using the parallax information. According to the head mounted display, the superimposition processing unit can easily generate the superimposition information for the right eye and the superimposition information for the left eye by using the parallax information which is prepared in advance.</p>', '<p id=""p-0022"" num=""0021"">(13) In the head mounted display, the parallax information may be provided in a plurality of pieces, and, here, the superimposition processing unit may select one parallax information piece from the plurality of parallax information pieces in accordance with the user. According to the head mounted display, the superimposition processing unit selects one parallax information piece from a plurality of parallax information pieces in accordance with the user. For this reason, the superimposition processing unit can select parallax information matching the characteristics (for example, the dominant eye or the interocular distance) of the user, thereby reducing visual discomfort which the user feels.</p>', '<p id=""p-0023"" num=""0022"">(14) The head mounted display may further include a position detection unit that detects a position of the user relative to the object, and, here, the storage unit may store a plurality of invisible information pieces regarding a single object. In addition, the superimposition processing unit may select one invisible information piece corresponding to the position detected by the position detection unit from the plurality of invisible information pieces stored in the storage unit, and may correct the selected invisible information. According to the head mounted display, the superimposition processing unit can select one invisible information piece corresponding to the position of the user relative to the object from the plurality of invisible information pieces stored in the storage unit, and can correct the selected invisible information. For this reason, the superimposition processing unit can generate the superimposition information by using appropriate invisible information on the basis of the positional relationship between the user and the object.</p>', '<p id=""p-0024"" num=""0023"">(15) In the head mounted display, the superimposition processing unit may further generate enlargement information in which at least apart of the object included in the external scenery is extracted and enlarged, from the image in the visual field direction acquired by the image acquisition unit. In addition, the image display unit may allow the user to visually recognize the virtual image based on the superimposition information and the enlargement information. According to the head mounted display, the user of the head mounted display can simultaneously visually recognize the enlargement information of at least apart of the object in the visual field direction, in addition to the real image of the object (in other words, the object included in the external scenery) in the visual field direction and the information (the superimposition information) which is not shown in the appearance of the object.</p>', '<p id=""p-0025"" num=""0024"">(16) In the head mounted display, the superimposition processing unit may not display the virtual image in response to a request from the user. According to the head mounted display, the user of the head mounted display can cause the virtual image not to be displayed at a user\'s own will. For this reason, it is possible to improve convenience to the user of the head mounted display.</p>', '<p id=""p-0026"" num=""0025"">(17) The head mounted display may further include a procedure management unit that generates procedure information which is information regarding content which is to be performed by the user in a current procedure, and, here, the image display unit may allow the user to visually recognize the virtual image based on the superimposition information and the procedure information. According to the head mounted display, the image display unit allows the user to visually recognize the virtual image based on the procedure information which indicates content to be performed by the user in the current procedure. For this reason, it is possible to support work performed by the user.</p>', '<p id=""p-0027"" num=""0026"">(18) In the head mounted display, the procedure information may include at least one of an image of a scene in which a third party exemplarily performs the procedure and an image indicating content to be performed by the user when the individual specific procedure is performed. According to the head mounted display, it is possible to visually show content to be performed by the user, and thus, it is possible to more intelligibly support work performed by the user. In addition, if the image indicating content to be performed by the user when the individual specific procedure is performed is shown, it is possible to support work performed by the user more individually and specifically, and thus it is possible to improve accuracy and efficiency of the work.</p>', '<p id=""p-0028"" num=""0027"">(19) In the head mounted display, the superimposition processing unit may further generate auxiliary information which is additional information for assisting work of the user. In addition, the image display unit may allow the user to visually recognize the virtual image based on the superimposition information and the auxiliary information. According to the head mounted display, the user visually recognizes the virtual image based on the information for assisting work of the user. For this reason, it is possible to improve efficiency of work using the head mounted display.</p>']"
131,US10169932B2,Anomality candidate information analysis apparatus and behavior prediction device,utility,"['<p id=""p-0009"" num=""0008"">In order to attain the above object, the anomality candidate information analysis apparatus of the present invention is an anomality candidate information analysis apparatus for analyzing anomality candidate information of a monitoring object including a storage unit that stores monitoring object information regarding the monitoring object, environment information regarding an environment around the monitoring object, operator information regarding an operator of the monitoring object, and anomality candidate information detected in the monitoring object in association with each other, and an analysis unit that extracts the anomality candidate information associated with the monitoring object information, the environment information, and the operator information, and analyzes a dependence degree of the anomality candidate information to the environment information and the operator information.</p>']"
132,US10169945B2,Medium storage box and medium handling device,utility,"['<p id=""p-0011"" num=""0010"">A first aspect of the present disclosure is a medium storage box including an internal storage space configured to store a paper sheet-shaped medium, the medium storage box including: a first opening into which an insertion member is inserted from outside; a second opening through which the medium passes; a first shutter member that closes off the first opening; a second shutter member that closes off the second opening; and a biasing mechanism that biases either the first shutter member, or the second shutter member, or both, in a closing direction, wherein the first shutter member is configured to be pressed by the insertion member and moving in an opening direction during insertion of the insertion member, such that a portion of the first shutter member abuts the second shutter member and moves the second shutter member in an opening direction.</p>', '<p id=""p-0012"" num=""0011"">This medium storage box is configured such that the first opening and the second opening are closed off by the two shutter members rather than both being closed off at once by a single, comparatively large, shutter member. In this medium storage box, the respective shutter members may be made smaller by making the areas of the respective openings smaller. Thus, the medium storage box enables the rigidity of the casing to be raised.</p>', '<p id=""p-0013"" num=""0012"">A second aspect of the present disclosure is a medium handling device that handles a medium. The medium handling device is loaded with the medium storage box of the first aspect, and includes and a conveyor mechanism that conveys the medium.</p>']"
133,US10170039B2,Method for correcting display device and correction device for display device,utility,"['<p id=""p-0012"" num=""0011"">A method for correcting a display device in the present disclosure provides a method for correcting a display device including: a display panel having display pixels, a first memory that stores cumulative values of pixel signals included in a video signal, a second memory having a slower write speed than a write speed of the first memory, and a control unit that controls display of the display panel, the method to be performed by the control unit, comprising: performing cumulative processing for calculating the cumulative values repeatedly in every first period and storing the cumulative values in the first memory in every the first period; performing transfer processing for transferring the cumulative values from the first memory to the second memory in every second period longer than the first period; delaying timing of the transfer processing in one part of the display pixels from timing of the transfer processing in the other part of the display pixels according to the write speed of the second memory; for each of the display pixels, reading a cumulative value from the first memory and correcting a corresponding pixel signal; and delaying start timing of the cumulative processing in the one part of the display pixels according to the timing of the transfer processing.</p>', '<p id=""p-0013"" num=""0012"">A method for correcting a display device in the present disclosure provides a method for correcting a display device including: a display panel having display pixels, a first memory that stores cumulative values of pixel signals included in a video signal, a second memory having a slower write speed than a write speed of the first memory, and a control unit that controls display of the display panel, the method to be performed by the control unit, comprising: performing cumulative processing for calculating the cumulative values repeatedly in every first period and storing the cumulative values in the first memory in every the first period; performing transfer processing for transferring the cumulative values from the first memory to the second memory in every second period longer than the first period; delaying timing of the transfer processing in one part of the display pixels from timing of the transfer processing in the other part of the display pixels according to the write speed of the second memory; for each of the display pixels, reading a cumulative value from the first memory and correcting a corresponding pixel signal; and switching an order of transfer of the cumulative values in the transfer processing between a predetermined first order and a second order which is a reverse order of the first order, at timing when an initial value of the first memory is set using a value of the second memory.</p>']"
134,US10170045B2,Display device and driving method of the same,utility,"['<p id=""p-0012"" num=""0011"">According to a first aspect of the embodiment of the invention, a display device configured to display multiple subframes in one frame interval includes:</p>', '<p id=""p-0013"" num=""0012"">a display unit including multiple pixels laid out arrayed in a first and a second direction; and</p>', '<p id=""p-0014"" num=""0013"">a driving circuit configured to drive the display unit following a color assignation rule.</p>', '<p id=""p-0015"" num=""0014"">The color assignation rule is a rule that one of a first through a fourth color is assigned to each of the multiple pixels in a first through a fourth subframe.</p>', '<p id=""p-0016"" num=""0015"">In the color assignation rule, the multiple pixels are classified into first through fourth groups such that']"
135,US10170081B2,Image correction device and video content reproduction device,utility,"['<p id=""p-0013"" num=""0012"">In order to achieve the above-described object, an image correction device according to an aspect of the present disclosure is an image correction device which generates a corrected image for a viewer with low vision, by adding excessive emphasis which reduces image quality as perceived by a viewer having normal eyesight, to at least one of luminance gradation, luminance contour, and color tone of a pre-correction image.</p>', '<p id=""p-0014"" num=""0013"">It should be noted that these generic and specific aspects may be implemented using a system, a method, an integrated circuit, a computer program, or a non-transitory computer-readable recording medium such as a compact disc read only memory (CD-ROM), and may also be implemented by any combination of systems, methods, integrated circuits, computer programs, and recording media.</p>']"
